areaCode,areaName,areaType,date,cumDeaths28DaysByDeathDate,cumVaccinationSecondDoseUptakeByPublishDatePercentage,newCasesByPublishDate,newDeaths28DaysByDeathDate
K02000001,United Kingdom,overview,2020-04-03,6847,,4672,840
K02000001,United Kingdom,overview,2020-04-02,6007,,4522,806
K02000001,United Kingdom,overview,2020-04-01,5201,,4567,769
K02000001,United Kingdom,overview,2020-03-31,4432,,3250,661
K02000001,United Kingdom,overview,2020-03-30,3771,,2665,591
K02000001,United Kingdom,overview,2020-03-29,3180,,2502,506
K02000001,United Kingdom,overview,2020-03-28,2674,,2556,436
K02000001,United Kingdom,overview,2020-03-27,2238,,2890,398
K02000001,United Kingdom,overview,2020-03-26,1840,,2129,362
K02000001,United Kingdom,overview,2020-03-25,1478,,1452,303
K02000001,United Kingdom,overview,2020-03-24,1175,,1427,237
K02000001,United Kingdom,overview,2020-03-23,938,,967,186
K02000001,United Kingdom,overview,2020-03-22,752,,665,164
K02000001,United Kingdom,overview,2020-03-21,588,,1035,130
K02000001,United Kingdom,overview,2020-03-20,458,,714,109
K02000001,United Kingdom,overview,2020-03-19,349,,643,74
K02000001,United Kingdom,overview,2020-03-18,275,,676,68
K02000001,United Kingdom,overview,2020-03-17,207,,407,52
K02000001,United Kingdom,overview,2020-03-16,155,,152,47
K02000001,United Kingdom,overview,2020-03-15,108,,330,32
K02000001,United Kingdom,overview,2020-03-14,76,,264,22
K02000001,United Kingdom,overview,2020-03-13,54,,207,16
K02000001,United Kingdom,overview,2020-03-12,38,,134,13
K02000001,United Kingdom,overview,2020-03-11,25,,83,8
K02000001,United Kingdom,overview,2020-03-10,17,,52,3
K02000001,United Kingdom,overview,2020-03-09,14,,50,5
K02000001,United Kingdom,overview,2020-03-08,9,,65,3
K02000001,United Kingdom,overview,2020-03-07,6,,46,0
K02000001,United Kingdom,overview,2020-03-06,6,,46,0
K02000001,United Kingdom,overview,2020-03-05,6,,29,3
K02000001,United Kingdom,overview,2020-03-04,3,,34,0
K02000001,United Kingdom,overview,2020-03-03,3,,11,2
K02000001,United Kingdom,overview,2020-03-02,1,,5,1
K02000001,United Kingdom,overview,2020-03-01,,,12,
K02000001,United Kingdom,overview,2020-02-29,,,4,
K02000001,United Kingdom,overview,2020-02-28,,,6,
K02000001,United Kingdom,overview,2020-02-27,,,0,
K02000001,United Kingdom,overview,2020-02-26,,,0,
K02000001,United Kingdom,overview,2020-02-25,,,0,
K02000001,United Kingdom,overview,2020-02-24,,,4,
K02000001,United Kingdom,overview,2020-02-23,,,0,
K02000001,United Kingdom,overview,2020-02-22,,,0,
K02000001,United Kingdom,overview,2020-02-21,,,0,
K02000001,United Kingdom,overview,2020-02-20,,,0,
K02000001,United Kingdom,overview,2020-02-19,,,0,
K02000001,United Kingdom,overview,2020-02-18,,,0,
K02000001,United Kingdom,overview,2020-02-17,,,0,
K02000001,United Kingdom,overview,2020-02-16,,,0,
K02000001,United Kingdom,overview,2020-02-15,,,0,
K02000001,United Kingdom,overview,2020-02-14,,,0,
K02000001,United Kingdom,overview,2020-02-13,,,1,
K02000001,United Kingdom,overview,2020-02-12,,,0,
K02000001,United Kingdom,overview,2020-02-11,,,0,
K02000001,United Kingdom,overview,2020-02-10,,,4,
K02000001,United Kingdom,overview,2020-02-09,,,1,
K02000001,United Kingdom,overview,2020-02-08,,,0,
K02000001,United Kingdom,overview,2020-02-07,,,0,
K02000001,United Kingdom,overview,2020-02-06,,,1,
K02000001,United Kingdom,overview,2020-02-05,,,0,
K02000001,United Kingdom,overview,2020-02-04,,,0,
K02000001,United Kingdom,overview,2020-02-03,,,0,
K02000001,United Kingdom,overview,2020-02-02,,,0,
K02000001,United Kingdom,overview,2020-02-01,,,0,
K02000001,United Kingdom,overview,2020-01-31,,,2,
