areaCode,areaName,areaType,date,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,newCasesByPublishDate,newDeaths28DaysByDeathDate
E12000004,East Midlands,region,02/12/2021,,3692,
E12000004,East Midlands,region,01/12/2021,74.9,3317,2
E12000004,East Midlands,region,30/11/2021,74.9,2655,8
E12000004,East Midlands,region,29/11/2021,74.8,3149,15
E12000004,East Midlands,region,28/11/2021,74.8,2675,9
E12000004,East Midlands,region,27/11/2021,74.7,3085,6
E12000004,East Midlands,region,26/11/2021,74.7,3601,11
E12000004,East Midlands,region,25/11/2021,74.6,3708,12
E12000004,East Midlands,region,24/11/2021,74.6,2945,5
E12000004,East Midlands,region,23/11/2021,74.6,3541,15
E12000004,East Midlands,region,22/11/2021,74.5,3529,6
E12000004,East Midlands,region,21/11/2021,74.5,2717,7
E12000004,East Midlands,region,20/11/2021,74.5,2926,9
E12000004,East Midlands,region,19/11/2021,74.4,3085,11
E12000004,East Midlands,region,18/11/2021,74.4,3782,17
E12000004,East Midlands,region,17/11/2021,74.4,2698,14
E12000004,East Midlands,region,16/11/2021,74.3,2859,13
E12000004,East Midlands,region,15/11/2021,74.3,2971,19
E12000004,East Midlands,region,14/11/2021,74.3,2519,9
E12000004,East Midlands,region,13/11/2021,74.3,3107,8
E12000004,East Midlands,region,12/11/2021,74.2,2876,13
E12000004,East Midlands,region,11/11/2021,74.2,3091,9
E12000004,East Midlands,region,10/11/2021,74.2,2976,9
E12000004,East Midlands,region,09/11/2021,74.1,2748,9
E12000004,East Midlands,region,08/11/2021,74.1,2249,16
E12000004,East Midlands,region,07/11/2021,74.1,2106,15
E12000004,East Midlands,region,06/11/2021,74.1,2363,10
E12000004,East Midlands,region,05/11/2021,74,2485,10
E12000004,East Midlands,region,04/11/2021,74,2492,9
E12000004,East Midlands,region,03/11/2021,74,2619,10
E12000004,East Midlands,region,02/11/2021,73.9,2407,10
E12000004,East Midlands,region,01/11/2021,73.9,2707,16
E12000004,East Midlands,region,31/10/2021,73.9,2534,18
E12000004,East Midlands,region,30/10/2021,73.9,3082,8
E12000004,East Midlands,region,29/10/2021,73.8,3085,10
E12000004,East Midlands,region,28/10/2021,73.8,2850,14
E12000004,East Midlands,region,27/10/2021,73.7,3541,15
E12000004,East Midlands,region,26/10/2021,73.7,2922,9
E12000004,East Midlands,region,25/10/2021,73.7,2897,10
E12000004,East Midlands,region,24/10/2021,73.7,2558,12
E12000004,East Midlands,region,23/10/2021,73.6,3642,15
E12000004,East Midlands,region,22/10/2021,73.6,3394,5
E12000004,East Midlands,region,21/10/2021,73.5,3710,6
E12000004,East Midlands,region,20/10/2021,73.5,3406,16
E12000004,East Midlands,region,19/10/2021,73.5,2783,13
E12000004,East Midlands,region,18/10/2021,73.4,3392,11
E12000004,East Midlands,region,17/10/2021,73.4,3382,11
E12000004,East Midlands,region,16/10/2021,73.4,3422,7
E12000004,East Midlands,region,15/10/2021,73.3,3438,8
E12000004,East Midlands,region,14/10/2021,73.3,3898,11
E12000004,East Midlands,region,13/10/2021,73.2,3684,12
E12000004,East Midlands,region,12/10/2021,73.2,3497,14
E12000004,East Midlands,region,11/10/2021,73.1,3394,12
E12000004,East Midlands,region,10/10/2021,73.1,3434,6
E12000004,East Midlands,region,09/10/2021,73.1,3325,7
E12000004,East Midlands,region,08/10/2021,73,3138,9
E12000004,East Midlands,region,07/10/2021,73,3919,10
E12000004,East Midlands,region,06/10/2021,72.9,3849,6
E12000004,East Midlands,region,05/10/2021,72.9,3144,10
E12000004,East Midlands,region,04/10/2021,72.8,2906,8
E12000004,East Midlands,region,03/10/2021,72.8,2769,7
E12000004,East Midlands,region,02/10/2021,72.8,3291,7
E12000004,East Midlands,region,01/10/2021,72.7,3457,12
E12000004,East Midlands,region,30/09/2021,72.7,3327,8
E12000004,East Midlands,region,29/09/2021,72.6,2904,10
E12000004,East Midlands,region,28/09/2021,72.6,2948,10
E12000004,East Midlands,region,27/09/2021,72.5,3361,6
E12000004,East Midlands,region,26/09/2021,72.5,2919,12
E12000004,East Midlands,region,25/09/2021,72.4,2800,9
E12000004,East Midlands,region,24/09/2021,72.3,3012,11
E12000004,East Midlands,region,23/09/2021,72.3,3793,8
E12000004,East Midlands,region,22/09/2021,72.2,3003,15
E12000004,East Midlands,region,21/09/2021,72.1,2736,9
E12000004,East Midlands,region,20/09/2021,72.1,2950,19
E12000004,East Midlands,region,19/09/2021,72,2205,8
E12000004,East Midlands,region,18/09/2021,71.9,2434,5
E12000004,East Midlands,region,17/09/2021,71.8,2301,11
E12000004,East Midlands,region,16/09/2021,71.7,2438,9
E12000004,East Midlands,region,15/09/2021,71.6,2458,6
E12000004,East Midlands,region,14/09/2021,71.5,2295,13
E12000004,East Midlands,region,13/09/2021,71.5,1946,3
E12000004,East Midlands,region,12/09/2021,71.4,2074,15
E12000004,East Midlands,region,11/09/2021,71.3,2320,7
E12000004,East Midlands,region,10/09/2021,71.1,2970,10
E12000004,East Midlands,region,09/09/2021,71,2879,16
E12000004,East Midlands,region,08/09/2021,70.9,2815,10
E12000004,East Midlands,region,07/09/2021,70.7,2701,13
E12000004,East Midlands,region,06/09/2021,70.6,2977,11
E12000004,East Midlands,region,05/09/2021,70.5,2454,15
E12000004,East Midlands,region,04/09/2021,70.4,2455,13
E12000004,East Midlands,region,03/09/2021,70.2,3197,9
E12000004,East Midlands,region,02/09/2021,70,2591,10
E12000004,East Midlands,region,01/09/2021,69.9,2484,8
E12000004,East Midlands,region,31/08/2021,69.7,2091,10
E12000004,East Midlands,region,30/08/2021,69.5,2145,11
E12000004,East Midlands,region,29/08/2021,69.4,2187,15
E12000004,East Midlands,region,28/08/2021,69.2,2384,13
E12000004,East Midlands,region,27/08/2021,69,2919,5
E12000004,East Midlands,region,26/08/2021,68.8,2738,12
E12000004,East Midlands,region,25/08/2021,68.6,2876,8
E12000004,East Midlands,region,24/08/2021,68.4,2230,10
E12000004,East Midlands,region,23/08/2021,68.1,2563,4
E12000004,East Midlands,region,22/08/2021,67.9,2553,15
E12000004,East Midlands,region,21/08/2021,67.7,2372,8
E12000004,East Midlands,region,20/08/2021,67.4,2527,8
E12000004,East Midlands,region,19/08/2021,67.1,2753,8
E12000004,East Midlands,region,18/08/2021,66.8,2824,8
E12000004,East Midlands,region,17/08/2021,66.6,2263,9
E12000004,East Midlands,region,16/08/2021,66.3,2299,8
E12000004,East Midlands,region,15/08/2021,66.1,2166,6
E12000004,East Midlands,region,14/08/2021,65.9,2425,9
E12000004,East Midlands,region,13/08/2021,65.5,2542,8
E12000004,East Midlands,region,12/08/2021,65.2,2768,8
E12000004,East Midlands,region,11/08/2021,64.9,2703,6
E12000004,East Midlands,region,10/08/2021,64.7,1918,6
E12000004,East Midlands,region,09/08/2021,64.4,2089,5
E12000004,East Midlands,region,08/08/2021,64.2,2450,3
E12000004,East Midlands,region,07/08/2021,64,2404,7
E12000004,East Midlands,region,06/08/2021,63.6,2643,8
E12000004,East Midlands,region,05/08/2021,63.4,2611,10
E12000004,East Midlands,region,04/08/2021,63.2,2632,5
E12000004,East Midlands,region,03/08/2021,62.9,1802,5
E12000004,East Midlands,region,02/08/2021,62.7,1889,3
E12000004,East Midlands,region,01/08/2021,62.6,2028,8
E12000004,East Midlands,region,31/07/2021,62.4,2212,6
E12000004,East Midlands,region,30/07/2021,62.1,2530,8
E12000004,East Midlands,region,29/07/2021,61.9,2408,1
E12000004,East Midlands,region,28/07/2021,61.7,2280,5
E12000004,East Midlands,region,27/07/2021,61.5,1707,5
E12000004,East Midlands,region,26/07/2021,61.3,1823,3
E12000004,East Midlands,region,25/07/2021,61.1,2140,4
E12000004,East Midlands,region,24/07/2021,60.9,2556,4
E12000004,East Midlands,region,23/07/2021,60.6,2613,6
E12000004,East Midlands,region,22/07/2021,60.3,2755,6
E12000004,East Midlands,region,21/07/2021,60,3315,3
E12000004,East Midlands,region,20/07/2021,59.8,3247,3
E12000004,East Midlands,region,19/07/2021,59.6,2950,3
E12000004,East Midlands,region,18/07/2021,59.4,3712,5
E12000004,East Midlands,region,17/07/2021,59.2,4019,5
E12000004,East Midlands,region,16/07/2021,58.8,3910,0
E12000004,East Midlands,region,15/07/2021,58.6,3204,2
E12000004,East Midlands,region,14/07/2021,58.4,3126,2
E12000004,East Midlands,region,13/07/2021,58.2,2492,4
E12000004,East Midlands,region,12/07/2021,57.9,2227,2
E12000004,East Midlands,region,11/07/2021,57.8,2286,0
E12000004,East Midlands,region,10/07/2021,57.6,2419,1
E12000004,East Midlands,region,09/07/2021,57.3,2444,2
E12000004,East Midlands,region,08/07/2021,57.1,2115,0
E12000004,East Midlands,region,07/07/2021,56.9,2006,3
E12000004,East Midlands,region,06/07/2021,56.7,1875,1
E12000004,East Midlands,region,05/07/2021,56.5,1753,1
E12000004,East Midlands,region,04/07/2021,56.4,1338,4
E12000004,East Midlands,region,03/07/2021,56.2,1471,2
E12000004,East Midlands,region,02/07/2021,55.9,1423,4
E12000004,East Midlands,region,01/07/2021,55.7,1561,1
E12000004,East Midlands,region,30/06/2021,55.5,1375,1
E12000004,East Midlands,region,29/06/2021,55.3,1122,0
E12000004,East Midlands,region,28/06/2021,55.1,1261,1
E12000004,East Midlands,region,27/06/2021,55,744,1
E12000004,East Midlands,region,26/06/2021,54.8,888,1
E12000004,East Midlands,region,25/06/2021,54.5,754,0
E12000004,East Midlands,region,24/06/2021,54.3,779,1
E12000004,East Midlands,region,23/06/2021,54.1,739,0
E12000004,East Midlands,region,22/06/2021,53.9,600,1
E12000004,East Midlands,region,21/06/2021,53.7,508,0
E12000004,East Midlands,region,20/06/2021,53.6,434,1
E12000004,East Midlands,region,19/06/2021,53.4,551,1
E12000004,East Midlands,region,18/06/2021,53.1,563,0
E12000004,East Midlands,region,17/06/2021,52.8,454,0
E12000004,East Midlands,region,16/06/2021,52.5,440,2
E12000004,East Midlands,region,15/06/2021,52.2,365,1
E12000004,East Midlands,region,14/06/2021,52,400,2
E12000004,East Midlands,region,13/06/2021,51.7,318,0
E12000004,East Midlands,region,12/06/2021,51.3,351,1
E12000004,East Midlands,region,11/06/2021,50.6,384,1
E12000004,East Midlands,region,10/06/2021,50.1,352,0
E12000004,East Midlands,region,09/06/2021,49.6,342,0
E12000004,East Midlands,region,08/06/2021,49,311,1
E12000004,East Midlands,region,07/06/2021,48.5,298,0
E12000004,East Midlands,region,06/06/2021,48,219,0
E12000004,East Midlands,region,05/06/2021,47.2,266,1
E12000004,East Midlands,region,04/06/2021,46.1,274,2
E12000004,East Midlands,region,03/06/2021,45.4,244,2
E12000004,East Midlands,region,02/06/2021,44.6,195,0
E12000004,East Midlands,region,01/06/2021,43.9,140,0
E12000004,East Midlands,region,31/05/2021,43.3,168,0
E12000004,East Midlands,region,30/05/2021,42.9,143,0
E12000004,East Midlands,region,29/05/2021,42.4,177,0
E12000004,East Midlands,region,28/05/2021,41.6,198,0
E12000004,East Midlands,region,27/05/2021,40.8,159,2
E12000004,East Midlands,region,26/05/2021,40.1,163,0
E12000004,East Midlands,region,25/05/2021,39.4,156,0
E12000004,East Midlands,region,24/05/2021,38.8,171,0
E12000004,East Midlands,region,23/05/2021,38.3,111,2
E12000004,East Midlands,region,22/05/2021,37.8,164,1
E12000004,East Midlands,region,21/05/2021,36.9,166,1
E12000004,East Midlands,region,20/05/2021,36.2,157,1
E12000004,East Midlands,region,19/05/2021,35.4,73,0
E12000004,East Midlands,region,18/05/2021,34.9,0,2
E12000004,East Midlands,region,17/05/2021,34.3,153,1
E12000004,East Midlands,region,16/05/2021,33.9,146,0
E12000004,East Midlands,region,15/05/2021,33.4,159,1
E12000004,East Midlands,region,14/05/2021,32.7,139,0
E12000004,East Midlands,region,13/05/2021,31.9,187,0
E12000004,East Midlands,region,12/05/2021,31.1,174,0
E12000004,East Midlands,region,11/05/2021,30.2,236,2
E12000004,East Midlands,region,10/05/2021,29.5,190,1
E12000004,East Midlands,region,09/05/2021,29,150,0
E12000004,East Midlands,region,08/05/2021,28.6,199,0
E12000004,East Midlands,region,07/05/2021,27.7,270,0
E12000004,East Midlands,region,06/05/2021,26.9,257,0
E12000004,East Midlands,region,05/05/2021,26.1,162,0
E12000004,East Midlands,region,04/05/2021,25.4,169,0
E12000004,East Midlands,region,03/05/2021,24.9,181,2
E12000004,East Midlands,region,02/05/2021,24.6,124,0
E12000004,East Midlands,region,01/05/2021,24.1,145,0
E12000004,East Midlands,region,30/04/2021,23.5,179,1
E12000004,East Midlands,region,29/04/2021,22.8,196,0
E12000004,East Midlands,region,28/04/2021,21.9,166,1
E12000004,East Midlands,region,27/04/2021,21.2,189,0
E12000004,East Midlands,region,26/04/2021,20.6,165,0
E12000004,East Midlands,region,25/04/2021,20,98,2
E12000004,East Midlands,region,24/04/2021,19.4,183,0
E12000004,East Midlands,region,23/04/2021,18.5,177,6
E12000004,East Midlands,region,22/04/2021,17.7,253,2
E12000004,East Midlands,region,21/04/2021,16.9,167,1
E12000004,East Midlands,region,20/04/2021,16.1,208,0
E12000004,East Midlands,region,19/04/2021,15.5,237,0
E12000004,East Midlands,region,18/04/2021,15.1,159,5
E12000004,East Midlands,region,17/04/2021,14.6,184,0
E12000004,East Midlands,region,16/04/2021,13.8,227,2
E12000004,East Midlands,region,15/04/2021,13,241,2
E12000004,East Midlands,region,14/04/2021,12.2,197,1
E12000004,East Midlands,region,13/04/2021,11.6,211,1
E12000004,East Midlands,region,12/04/2021,11.2,365,2
E12000004,East Midlands,region,11/04/2021,10.8,154,2
E12000004,East Midlands,region,10/04/2021,10.5,221,1
E12000004,East Midlands,region,09/04/2021,9.7,0,3
E12000004,East Midlands,region,08/04/2021,8.9,289,4
E12000004,East Midlands,region,07/04/2021,8.1,245,5
E12000004,East Midlands,region,06/04/2021,7.5,221,5
E12000004,East Midlands,region,05/04/2021,7.2,279,1
E12000004,East Midlands,region,04/04/2021,7,282,4
E12000004,East Midlands,region,03/04/2021,6.9,291,1
E12000004,East Midlands,region,02/04/2021,6.6,353,4
E12000004,East Midlands,region,01/04/2021,6.2,465,1
E12000004,East Midlands,region,31/03/2021,5.6,353,1
E12000004,East Midlands,region,30/03/2021,5,343,5
E12000004,East Midlands,region,29/03/2021,4.7,486,5
E12000004,East Midlands,region,28/03/2021,4.4,372,2
E12000004,East Midlands,region,27/03/2021,4.3,453,4
E12000004,East Midlands,region,26/03/2021,3.9,594,12
E12000004,East Midlands,region,25/03/2021,3.5,559,8
E12000004,East Midlands,region,24/03/2021,3.1,503,3
E12000004,East Midlands,region,23/03/2021,2.7,472,8
E12000004,East Midlands,region,22/03/2021,2.6,564,12
E12000004,East Midlands,region,21/03/2021,2.5,619,11
E12000004,East Midlands,region,20/03/2021,2.4,598,8
E12000004,East Midlands,region,19/03/2021,2.3,367,4
E12000004,East Midlands,region,18/03/2021,2.2,633,9
E12000004,East Midlands,region,17/03/2021,2.1,580,8
E12000004,East Midlands,region,16/03/2021,1.9,448,6
E12000004,East Midlands,region,15/03/2021,1.8,492,10
E12000004,East Midlands,region,14/03/2021,1.7,412,10
E12000004,East Midlands,region,13/03/2021,1.7,487,24
E12000004,East Midlands,region,12/03/2021,1.7,662,13
E12000004,East Midlands,region,11/03/2021,1.5,694,13
E12000004,East Midlands,region,10/03/2021,1.5,615,15
E12000004,East Midlands,region,09/03/2021,1.4,547,17
E12000004,East Midlands,region,08/03/2021,1.3,452,16
E12000004,East Midlands,region,07/03/2021,1.2,599,15
E12000004,East Midlands,region,06/03/2021,1.2,616,17
E12000004,East Midlands,region,05/03/2021,1.2,590,16
E12000004,East Midlands,region,04/03/2021,1.1,660,21
E12000004,East Midlands,region,03/03/2021,1.1,657,19
E12000004,East Midlands,region,02/03/2021,1,623,14
E12000004,East Midlands,region,01/03/2021,0.9,611,17
E12000004,East Midlands,region,28/02/2021,0.9,627,28
E12000004,East Midlands,region,27/02/2021,0.8,812,28
E12000004,East Midlands,region,26/02/2021,0.8,923,18
E12000004,East Midlands,region,25/02/2021,0.8,1353,20
E12000004,East Midlands,region,24/02/2021,0.7,1095,31
E12000004,East Midlands,region,23/02/2021,0.7,796,26
E12000004,East Midlands,region,22/02/2021,0.7,1077,19
E12000004,East Midlands,region,21/02/2021,0.6,1105,26
E12000004,East Midlands,region,20/02/2021,0.6,1187,36
E12000004,East Midlands,region,19/02/2021,0.6,1168,24
E12000004,East Midlands,region,18/02/2021,0.6,1373,38
E12000004,East Midlands,region,17/02/2021,0.6,1427,39
E12000004,East Midlands,region,16/02/2021,0.6,1125,54
E12000004,East Midlands,region,15/02/2021,0.6,884,58
E12000004,East Midlands,region,14/02/2021,0.6,1228,44
E12000004,East Midlands,region,13/02/2021,0.6,1411,38
E12000004,East Midlands,region,12/02/2021,0.6,1659,48
E12000004,East Midlands,region,11/02/2021,0.6,1296,51
E12000004,East Midlands,region,10/02/2021,0.6,1254,44
E12000004,East Midlands,region,09/02/2021,0.6,1054,71
E12000004,East Midlands,region,08/02/2021,0.6,1533,58
E12000004,East Midlands,region,07/02/2021,0.6,1516,58
E12000004,East Midlands,region,06/02/2021,0.6,1760,55
E12000004,East Midlands,region,05/02/2021,0.6,1744,63
E12000004,East Midlands,region,04/02/2021,0.6,1728,56
E12000004,East Midlands,region,03/02/2021,0.5,1720,70
E12000004,East Midlands,region,02/02/2021,0.5,1439,81
E12000004,East Midlands,region,01/02/2021,0.5,1617,80
E12000004,East Midlands,region,31/01/2021,0.5,1886,74
E12000004,East Midlands,region,30/01/2021,0.5,2241,73
E12000004,East Midlands,region,29/01/2021,0.5,2489,95
E12000004,East Midlands,region,28/01/2021,0.5,2296,74
E12000004,East Midlands,region,27/01/2021,0.5,1917,93
E12000004,East Midlands,region,26/01/2021,0.5,1392,84
E12000004,East Midlands,region,25/01/2021,0.5,1800,76
E12000004,East Midlands,region,24/01/2021,0.5,2475,86
E12000004,East Midlands,region,23/01/2021,0.5,2413,77
E12000004,East Midlands,region,22/01/2021,0.5,2881,77
E12000004,East Midlands,region,21/01/2021,0.5,2860,81
E12000004,East Midlands,region,20/01/2021,0.5,3074,99
E12000004,East Midlands,region,19/01/2021,0.5,2284,87
E12000004,East Midlands,region,18/01/2021,0.5,2664,85
E12000004,East Midlands,region,17/01/2021,0.5,2229,89
E12000004,East Midlands,region,16/01/2021,0.5,2651,98
E12000004,East Midlands,region,15/01/2021,0.5,3543,92
E12000004,East Midlands,region,14/01/2021,0.5,3029,86
E12000004,East Midlands,region,13/01/2021,0.5,3077,102
E12000004,East Midlands,region,12/01/2021,0.5,2757,77
E12000004,East Midlands,region,11/01/2021,0.5,2900,82
E12000004,East Midlands,region,10/01/2021,0.5,2848,54
E12000004,East Midlands,region,09/01/2021,0.4,3399,82
E12000004,East Midlands,region,08/01/2021,0.4,3453,61
E12000004,East Midlands,region,07/01/2021,0.3,3209,50
E12000004,East Midlands,region,06/01/2021,0.2,3662,56
E12000004,East Midlands,region,05/01/2021,0.2,3386,64
E12000004,East Midlands,region,04/01/2021,0.1,3802,54
E12000004,East Midlands,region,03/01/2021,0.1,1782,44
E12000004,East Midlands,region,02/01/2021,0.1,3151,55
E12000004,East Midlands,region,01/01/2021,,3079,45
E12000004,East Midlands,region,31/12/2020,,2782,53
E12000004,East Midlands,region,30/12/2020,,2430,55
E12000004,East Midlands,region,29/12/2020,,2569,46
E12000004,East Midlands,region,28/12/2020,,2269,31
E12000004,East Midlands,region,27/12/2020,,996,47
E12000004,East Midlands,region,26/12/2020,,1981,48
E12000004,East Midlands,region,25/12/2020,,1887,45
E12000004,East Midlands,region,24/12/2020,,2109,34
E12000004,East Midlands,region,23/12/2020,,1873,42
E12000004,East Midlands,region,22/12/2020,,1852,47
E12000004,East Midlands,region,21/12/2020,,1497,56
E12000004,East Midlands,region,20/12/2020,,1654,48
E12000004,East Midlands,region,19/12/2020,,1157,37
E12000004,East Midlands,region,18/12/2020,,1935,59
E12000004,East Midlands,region,17/12/2020,,1394,51
E12000004,East Midlands,region,16/12/2020,,1348,42
E12000004,East Midlands,region,15/12/2020,,1196,43
E12000004,East Midlands,region,14/12/2020,,1184,57
E12000004,East Midlands,region,13/12/2020,,1288,42
E12000004,East Midlands,region,12/12/2020,,1315,53
E12000004,East Midlands,region,11/12/2020,,1528,47
E12000004,East Midlands,region,10/12/2020,,1610,41
E12000004,East Midlands,region,09/12/2020,,994,44
E12000004,East Midlands,region,08/12/2020,,887,32
E12000004,East Midlands,region,07/12/2020,,1028,50
E12000004,East Midlands,region,06/12/2020,,1265,47
E12000004,East Midlands,region,05/12/2020,,1323,44
E12000004,East Midlands,region,04/12/2020,,1284,50
E12000004,East Midlands,region,03/12/2020,,1092,51
E12000004,East Midlands,region,02/12/2020,,1275,48
E12000004,East Midlands,region,01/12/2020,,1075,58
E12000004,East Midlands,region,30/11/2020,,1027,43
E12000004,East Midlands,region,29/11/2020,,898,46
E12000004,East Midlands,region,28/11/2020,,1331,54
E12000004,East Midlands,region,27/11/2020,,1237,51
E12000004,East Midlands,region,26/11/2020,,1530,51
E12000004,East Midlands,region,25/11/2020,,1540,48
E12000004,East Midlands,region,24/11/2020,,878,51
E12000004,East Midlands,region,23/11/2020,,1457,51
E12000004,East Midlands,region,22/11/2020,,1648,57
E12000004,East Midlands,region,21/11/2020,,2322,43
E12000004,East Midlands,region,20/11/2020,,1530,45
E12000004,East Midlands,region,19/11/2020,,1807,51
E12000004,East Midlands,region,18/11/2020,,1641,56
E12000004,East Midlands,region,17/11/2020,,1982,44
E12000004,East Midlands,region,16/11/2020,,3344,47
E12000004,East Midlands,region,15/11/2020,,2468,44
E12000004,East Midlands,region,14/11/2020,,2188,46
E12000004,East Midlands,region,13/11/2020,,2383,40
E12000004,East Midlands,region,12/11/2020,,3428,44
E12000004,East Midlands,region,11/11/2020,,1598,29
E12000004,East Midlands,region,10/11/2020,,2710,35
E12000004,East Midlands,region,09/11/2020,,2351,51
E12000004,East Midlands,region,08/11/2020,,2175,43
E12000004,East Midlands,region,07/11/2020,,2157,32
E12000004,East Midlands,region,06/11/2020,,2113,34
E12000004,East Midlands,region,05/11/2020,,2172,30
E12000004,East Midlands,region,04/11/2020,,1875,36
E12000004,East Midlands,region,03/11/2020,,1695,25
E12000004,East Midlands,region,02/11/2020,,1542,37
E12000004,East Midlands,region,01/11/2020,,2310,32
E12000004,East Midlands,region,31/10/2020,,2231,30
E12000004,East Midlands,region,30/10/2020,,2015,27
E12000004,East Midlands,region,29/10/2020,,2060,21
E12000004,East Midlands,region,28/10/2020,,1906,29
E12000004,East Midlands,region,27/10/2020,,1835,24
E12000004,East Midlands,region,26/10/2020,,1928,21
E12000004,East Midlands,region,25/10/2020,,1756,22
E12000004,East Midlands,region,24/10/2020,,2134,22
E12000004,East Midlands,region,23/10/2020,,1793,21
E12000004,East Midlands,region,22/10/2020,,1850,25
E12000004,East Midlands,region,21/10/2020,,1949,11
E12000004,East Midlands,region,20/10/2020,,1935,17
E12000004,East Midlands,region,19/10/2020,,1952,9
E12000004,East Midlands,region,18/10/2020,,1510,6
E12000004,East Midlands,region,17/10/2020,,1234,17
E12000004,East Midlands,region,16/10/2020,,658,10
E12000004,East Midlands,region,15/10/2020,,1999,14
E12000004,East Midlands,region,14/10/2020,,1876,9
E12000004,East Midlands,region,13/10/2020,,1541,10
E12000004,East Midlands,region,12/10/2020,,1340,6
E12000004,East Midlands,region,11/10/2020,,1141,7
E12000004,East Midlands,region,10/10/2020,,1177,3
E12000004,East Midlands,region,09/10/2020,,1397,5
E12000004,East Midlands,region,08/10/2020,,1853,2
E12000004,East Midlands,region,07/10/2020,,931,4
E12000004,East Midlands,region,06/10/2020,,888,3
E12000004,East Midlands,region,05/10/2020,,712,3
E12000004,East Midlands,region,04/10/2020,,1935,4
E12000004,East Midlands,region,03/10/2020,,800,7
E12000004,East Midlands,region,02/10/2020,,389,1
E12000004,East Midlands,region,01/10/2020,,428,2
E12000004,East Midlands,region,30/09/2020,,315,2
E12000004,East Midlands,region,29/09/2020,,349,3
E12000004,East Midlands,region,28/09/2020,,222,1
E12000004,East Midlands,region,27/09/2020,,253,4
E12000004,East Midlands,region,26/09/2020,,295,1
E12000004,East Midlands,region,25/09/2020,,300,3
E12000004,East Midlands,region,24/09/2020,,336,3
E12000004,East Midlands,region,23/09/2020,,341,1
E12000004,East Midlands,region,22/09/2020,,230,3
E12000004,East Midlands,region,21/09/2020,,210,3
E12000004,East Midlands,region,20/09/2020,,212,0
E12000004,East Midlands,region,19/09/2020,,206,2
E12000004,East Midlands,region,18/09/2020,,264,1
E12000004,East Midlands,region,17/09/2020,,180,0
E12000004,East Midlands,region,16/09/2020,,270,1
E12000004,East Midlands,region,15/09/2020,,220,1
E12000004,East Midlands,region,14/09/2020,,196,1
E12000004,East Midlands,region,13/09/2020,,242,1
E12000004,East Midlands,region,12/09/2020,,277,5
E12000004,East Midlands,region,11/09/2020,,299,0
E12000004,East Midlands,region,10/09/2020,,179,0
E12000004,East Midlands,region,09/09/2020,,180,1
E12000004,East Midlands,region,08/09/2020,,175,0
E12000004,East Midlands,region,07/09/2020,,226,1
E12000004,East Midlands,region,06/09/2020,,207,1
E12000004,East Midlands,region,05/09/2020,,137,0
E12000004,East Midlands,region,04/09/2020,,110,2
E12000004,East Midlands,region,03/09/2020,,98,0
E12000004,East Midlands,region,02/09/2020,,84,1
E12000004,East Midlands,region,01/09/2020,,61,0
E12000004,East Midlands,region,31/08/2020,,66,1
E12000004,East Midlands,region,30/08/2020,,103,2
E12000004,East Midlands,region,29/08/2020,,57,0
E12000004,East Midlands,region,28/08/2020,,70,0
E12000004,East Midlands,region,27/08/2020,,114,1
E12000004,East Midlands,region,26/08/2020,,61,0
E12000004,East Midlands,region,25/08/2020,,74,2
E12000004,East Midlands,region,24/08/2020,,63,0
E12000004,East Midlands,region,23/08/2020,,95,0
E12000004,East Midlands,region,22/08/2020,,131,1
E12000004,East Midlands,region,21/08/2020,,62,1
E12000004,East Midlands,region,20/08/2020,,116,1
E12000004,East Midlands,region,19/08/2020,,65,0
E12000004,East Midlands,region,18/08/2020,,79,0
E12000004,East Midlands,region,17/08/2020,,77,0
E12000004,East Midlands,region,16/08/2020,,77,0
E12000004,East Midlands,region,15/08/2020,,112,0
E12000004,East Midlands,region,14/08/2020,,416,0
E12000004,East Midlands,region,13/08/2020,,0,1
E12000004,East Midlands,region,12/08/2020,,76,1
E12000004,East Midlands,region,11/08/2020,,123,2
E12000004,East Midlands,region,10/08/2020,,83,2
E12000004,East Midlands,region,09/08/2020,,87,0
E12000004,East Midlands,region,08/08/2020,,64,1
E12000004,East Midlands,region,07/08/2020,,102,0
E12000004,East Midlands,region,06/08/2020,,76,0
E12000004,East Midlands,region,05/08/2020,,98,0
E12000004,East Midlands,region,04/08/2020,,87,2
E12000004,East Midlands,region,03/08/2020,,108,1
E12000004,East Midlands,region,02/08/2020,,83,2
E12000004,East Midlands,region,01/08/2020,,77,0
E12000004,East Midlands,region,31/07/2020,,96,0
E12000004,East Midlands,region,30/07/2020,,67,1
E12000004,East Midlands,region,29/07/2020,,92,1
E12000004,East Midlands,region,28/07/2020,,23,1
E12000004,East Midlands,region,27/07/2020,,65,1
E12000004,East Midlands,region,26/07/2020,,100,4
E12000004,East Midlands,region,25/07/2020,,69,2
E12000004,East Midlands,region,24/07/2020,,83,0
E12000004,East Midlands,region,23/07/2020,,78,1
E12000004,East Midlands,region,22/07/2020,,60,0
E12000004,East Midlands,region,21/07/2020,,33,5
E12000004,East Midlands,region,20/07/2020,,76,2
E12000004,East Midlands,region,19/07/2020,,109,3
E12000004,East Midlands,region,18/07/2020,,110,1
E12000004,East Midlands,region,17/07/2020,,104,2
E12000004,East Midlands,region,16/07/2020,,103,4
E12000004,East Midlands,region,15/07/2020,,76,4
E12000004,East Midlands,region,14/07/2020,,48,2
